Path,Version,Function,Size,Seed,Neural_net_optimum,Ground_truth_optimum,Distance,RMSE,Optimizer
models/v2/training_v2_f01_1.pth,v2,f_01,100,13,[3.59052442 5.        ],[3.82546932 4.15268152],0.87929,1.5291014670212744,PSO
models/v2/training_v2_f01_1.pth,v2,f_01,100,14,[3.59045648 5.        ],[3.81935407 4.15140671],0.87892,1.536155695199498,PSO
models/v2/training_v2_f01_1.pth,v2,f_01,100,15,[3.59045265 5.        ],[3.82571988 4.14778645],0.88409,1.5430094870146616,PSO
models/v2/training_v2_f01_1.pth,v2,f_01,100,16,[3.59052167 5.        ],[3.82095204 4.15250593],0.87826,1.5495649825345843,PSO
models/v2/training_v2_f01_1.pth,v2,f_01,100,17,[3.59046939 5.        ],[3.81902365 4.15043903],0.87977,1.5559582879439573,PSO
models/v2/training_v2_f01_1.pth,v2,f_01,100,18,[3.59054269 5.        ],[3.82473707 4.14972148],0.88194,1.5627845461946317,PSO
models/v2/training_v2_f01_1.pth,v2,f_01,100,19,[3.59052691 5.        ],[3.82281284 4.14806661],0.88303,1.5693523805939062,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,0,[3.44296368 4.11450674],[3.81938199 4.15056568],0.37814,0.701059906270404,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,1,[3.69470891 3.78380123],[3.81990017 4.15192244],0.38883,0.7001896393199406,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,2,[3.69483914 3.78353148],[3.82565229 4.14996556],0.38908,0.6993187171270313,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,3,[3.6953017 3.7844891],[3.8242938 4.1530502],0.39048,0.6984547919381503,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,4,[3.44338558 4.11349597],[3.82214224 4.15300585],0.38081,0.6973856293543456,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,5,[3.69393014 3.78245543],[3.82254865 4.15111349],0.39045,0.696556242411264,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,6,[3.69385752 3.78230161],[3.82326788 4.14955734],0.38939,0.6957243291809831,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,7,[3.69449316 3.78249579],[3.82246657 4.15132889],0.3904,0.6949152243169674,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,8,[3.69417718 3.78231937],[3.82014005 4.15171486],0.39028,0.694110365437357,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,9,[3.69591299 3.78452385],[3.82154437 4.15065163],0.38708,0.6933540041725798,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,10,[3.69388858 3.78364554],[3.82051594 4.15228133],0.38978,0.6924724748168053,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,11,[3.44284596 4.11428869],[3.81897771 4.15004967],0.37783,0.6915024920830068,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,12,[3.69539281 3.7847256 ],[3.82104622 4.14879798],0.38515,0.690583419747548,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,13,[3.69560551 3.78322569],[3.82546932 4.15268152],0.39161,0.6896223179983618,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,14,[3.69406869 3.78258068],[3.81935407 4.15140671],0.38952,0.6887911904697103,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,15,[3.44379401 4.11325457],[3.82571988 4.14778645],0.38348,0.6878371320187116,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,16,[3.4441216  4.11566103],[3.82095204 4.15250593],0.37863,0.6869203383858093,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,17,[3.69440774 3.78270412],[3.81902365 4.15043903],0.38828,0.6861268224624781,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,18,[3.69454893 3.78328356],[3.82473707 4.14972148],0.38888,0.685346546887408,PSO
models/v2/training_v2_f01_2.pth,v2,f_01,1000,19,[3.44258119 4.11419801],[3.82281284 4.14806661],0.38174,0.684427976737093,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,0,[3.62610117 4.28695417],[3.81938199 4.15056568],0.23656,0.3855362277849689,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,1,[3.62685031 4.28709126],[3.81990017 4.15192244],0.23567,0.3849057275037945,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,2,[3.62687274 4.28862077],[3.82565229 4.14996556],0.24236,0.38426191969499895,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,3,[3.87720697 3.98535642],[3.8242938 4.1530502],0.17584,0.3836832924315614,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,4,[3.62645183 4.28773034],[3.82214224 4.15300585],0.23758,0.38312098336743183,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,5,[3.62736431 4.28771794],[3.82254865 4.15111349],0.23824,0.38251815150819213,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,6,[3.87685328 3.98452126],[3.82326788 4.14955734],0.17352,0.3819612964406204,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,7,[3.62675606 4.28703911],[3.82246657 4.15132889],0.23816,0.38138971892541723,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,8,[3.62593661 4.28607867],[3.82014005 4.15171486],0.23615,0.38082255078800065,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,9,[3.62635137 4.28662221],[3.82154437 4.15065163],0.23788,0.38025350116266654,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,10,[3.87643772 3.98433357],[3.82051594 4.15228133],0.17701,0.3797295492722637,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,11,[3.62699225 4.28737791],[3.81897771 4.15004967],0.23605,0.37915568362807933,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,12,[3.87602644 3.98488187],[3.82104622 4.14879798],0.17289,0.3786406556458231,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,13,[3.62673342 4.28681949],[3.82546932 4.15268152],0.23977,0.3781261643548086,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,14,[3.62620645 4.28738348],[3.81935407 4.15140671],0.23621,0.37752504560601896,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,15,[3.62645579 4.28780329],[3.82571988 4.14778645],0.24354,0.3770057562684622,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,16,[3.87683741 3.98452232],[3.82095204 4.15250593],0.17704,0.37649015650726275,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,17,[3.62614058 4.28698593],[3.81902365 4.15043903],0.23632,0.37593483045440323,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,18,[3.62613637 4.28617551],[3.82473707 4.14972148],0.24096,0.3753713710014667,PSO
models/v2/training_v2_f01_3.pth,v2,f_01,10000,19,[3.62637898 4.28729281],[3.82281284 4.14806661],0.24077,0.37481484960341604,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,0,[5.         4.71599655],[3.82224132 4.14976484],1.3068,11.073920985041136,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,1,[5.         4.71433501],[3.82328016 4.15139304],1.30444,11.073160644283432,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,2,[5.        4.7159511],[3.82334226 4.15010762],1.30564,11.07050096296103,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,3,[5.         4.71605507],[3.82302994 4.15176284],1.30525,11.066998178310223,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,4,[5.         4.71605481],[3.82286729 4.15060479],1.3059,11.063975867760984,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,5,[5.         4.71585979],[3.8232494 4.1502129],1.30564,11.061058291019155,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,6,[5.         4.71604273],[3.821554  4.4904893],1.19984,11.057317063663781,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,7,[5.         4.71593095],[4.81734835 4.14970895],0.59495,11.053166893586369,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,8,[5.         4.71605574],[3.82258647 4.49045104],1.19883,11.049440194490096,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,9,[5.         4.71592585],[3.82161048 4.15015463],1.30717,11.045133670328983,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,10,[5.         4.71586769],[2.83333346 4.14562137],2.24045,11.041157494782984,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,11,[5.         4.71593952],[4.81905445 4.1498634 ],0.59429,11.0378630905415,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,12,[5.         4.71605868],[4.81822624 4.15005875],0.59447,11.034253995427038,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,13,[5.         4.71599783],[3.82803825 4.14936529],1.30176,11.030308921053335,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,14,[5.         4.71594029],[3.82362336 4.15027876],1.30531,11.026775677626949,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,15,[5.         4.71592775],[3.82197746 4.14996575],1.30692,11.023271626960081,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,16,[5.         4.71593276],[4.81915061 4.15006125],0.59407,11.019727785334918,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,17,[5.         4.71605897],[3.82291483 4.15002886],1.30611,11.016590494439894,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,18,[5.         4.71605537],[3.82376751 4.15139879],1.30475,11.01381736156545,PSO
models/v2/training_v2_f03_1.pth,v2,f_03,100,19,[5.         4.71594124],[3.82242494 4.14968903],1.30665,11.01171315149872,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,0,[5.        3.7090296],[3.82164815 4.4905101 ],1.41394,11.542886535029098,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,1,[5.         3.73623857],[3.82268078 4.14989752],1.24788,11.540944304244901,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,2,[5.         3.70894279],[3.82334226 4.15010762],1.25664,11.542979165245422,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,3,[5.         3.70891128],[3.82302994 4.15176284],1.25753,11.545664512443004,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,4,[5.         3.70893971],[3.82286729 4.15060479],1.25726,11.545592721682512,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,5,[5.         3.70897296],[3.8232494 4.1502129],1.25676,11.547951516062744,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,6,[5.         3.70893205],[3.821554  4.4904893],1.41406,11.548552935161236,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,7,[5.         3.70876069],[4.81734835 4.14970895],0.47728,11.548154407903395,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,8,[5.         3.70894441],[3.82258647 4.49045104],1.41317,11.548983565182509,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,9,[5.         3.70898615],[3.82161048 4.15015463],1.25827,11.548541445846302,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,10,[5.         3.70883006],[2.83333346 4.14562137],2.21026,11.548484230450331,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,11,[5.         3.70890733],[4.81905445 4.1498634 ],0.47664,11.550747708563266,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,12,[5.         3.70893037],[4.81822624 4.15005875],0.47711,11.552689953885004,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,13,[5.         3.70888216],[3.82803825 4.14936529],1.25201,11.553971803365066,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,14,[5.         3.70891903],[4.81842596 4.49041884],0.80232,11.553912456719772,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,15,[5.        3.7089519],[3.82197746 4.14996575],1.25787,11.555153723957233,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,16,[5.         3.70891048],[4.81915061 4.15006125],0.47678,11.557553519394723,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,17,[5.        3.7089837],[3.82291483 4.15002886],1.257,11.560470613618858,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,18,[5.         3.70885807],[3.82376751 4.15139879],1.25673,11.562455341241085,PSO
models/v2/training_v2_f03_2.pth,v2,f_03,1000,19,[5.         3.70888431],[3.82242494 4.14968903],1.25737,11.564416812084954,PSO
models/v2/training_v2_f03_3.pth,v2,f_03,10000,0,[5.         4.57273934],[3.82224132 4.14976484],1.25141,13.41941395731945,PSO
models/v2/training_v2_f03_3.pth,v2,f_03,10000,1,[5.        4.5727222],[3.82366066 4.149526  ],1.25015,13.409533803405594,PSO
models/v2/training_v2_f03_3.pth,v2,f_03,10000,2,[5.         4.57275018],[3.82334226 4.15010762],1.25026,13.402696291887413,PSO
models/v2/training_v2_f03_3.pth,v2,f_03,10000,3,[5.         4.57272487],[3.82302994 4.15176284],1.24999,13.394805651863507,PSO
models/v2/training_v2_f03_3.pth,v2,f_03,10000,4,[5.         4.57272131],[3.82286729 4.15060479],1.25053,13.387040556837713,PSO
models/v2/training_v2_f03_3.pth,v2,f_03,10000,5,[5.         4.57278055],[3.8232494 4.1502129],1.25032,13.379029239333668,PSO
